,occupancy,listing_count,availability_90,num_reviews,num_bath,num_bed,num_bedroom,min_nights,room_type,property_type,bathroom_type,has_about,has_neighborhood_overview,account_age,has_profile_pic,identity_verified,is_superhost,instant_bookable,neighbourhood
2964,11,2316,538,0,6.0,6.0,2.0,174,Private room,apartment,private,1,0,42,1,0,1,0,Yau Tsim Mong
2965,11,75,59,100,5.0,7.0,5.0,12,Private room,guest suite,private,1,1,25,1,0,0,0,Yau Tsim Mong
2966,11,36,152,31,4.0,7.0,4.0,4,Private room,hostel,private,0,1,8,1,1,0,0,Yau Tsim Mong
2967,11,84,517,639,7.0,7.0,7.0,13,Private room,hostel,private,1,0,21,1,1,1,0,Yau Tsim Mong
2968,11,48,540,1380,6.0,7.0,6.0,6,Private room,apartment,regular,0,0,30,1,1,1,0,Yau Tsim Mong
2969,11,19,0,0,3.0,11.0,10.0,14,Entire home/apt,Entire apartment,regular,0,1,7,1,1,1,0,Eastern
2970,11,150,540,25,6.0,6.0,6.0,11,Private room,boutique hotel,regular,0,1,12,1,0,0,0,Yau Tsim Mong
2971,11,21,90,3,5.0,6.0,5.0,5,Private room,hostel,regular,0,1,13,1,0,0,1,Yau Tsim Mong
2972,11,186,450,1,9.5,9.0,5.0,6,Private room,condominium,regular,1,0,24,1,1,0,0,Yau Tsim Mong
2973,11,120,328,2,4.0,6.0,3.0,449,Entire home/apt,Entire apartment,regular,1,0,24,1,1,0,0,Yau Tsim Mong
2974,11,30,445,810,5.0,10.0,5.0,5,Private room,apartment,regular,1,0,30,1,0,1,1,Yau Tsim Mong
2975,11,824,356,0,4.0,5.0,4.0,4,Private room,hotel,regular,1,0,8,1,1,0,1,Yau Tsim Mong
2976,11,38,360,70,6.0,8.0,6.0,6,Private room,apartment,regular,1,0,36,1,0,0,0,Yau Tsim Mong
2978,11,4,63,2,3.0,4.0,5.0,11,Entire home/apt,Entire apartment,regular,1,1,14,1,0,0,0,Central & Western
2979,11,22,21,146,1.5,4.0,2.0,1,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,1,Sham Shui Po
2980,11,35,449,542,5.0,8.0,5.0,5,Private room,apartment,regular,1,1,25,1,1,0,1,Yau Tsim Mong
2981,11,10,82,3,6.0,4.0,3.0,1,Entire home/apt,Entire apartment,regular,0,1,1,1,1,0,1,Eastern
2982,11,2214,528,3,10.0,6.0,4.0,174,Private room,apartment,regular,1,0,24,1,0,0,0,Yau Tsim Mong
2983,11,6,360,899,5.0,6.0,2.0,52,Entire home/apt,Entire apartment,regular,1,1,24,1,0,0,0,Yau Tsim Mong
2984,11,13,331,41,4.0,7.0,4.0,4,Entire home/apt,Entire apartment,regular,1,1,7,1,1,0,1,North
2985,11,14,98,208,2.0,4.0,4.0,2,Entire home/apt,Entire apartment,regular,1,1,4,1,1,1,1,North
2986,11,4059,897,1,11.0,11.0,11.0,319,Shared room,apartment,shared,1,0,44,1,0,0,0,Yau Tsim Mong
2987,11,1930,447,1,7.0,7.0,7.0,145,Private room,apartment,shared,1,0,35,1,0,1,0,Sham Shui Po
2988,12,105,272,356,5.0,6.0,5.0,5,Private room,guesthouse,private,0,0,25,1,1,0,1,Yau Tsim Mong
2989,12,65,270,16,5.0,6.0,5.0,168,Private room,apartment,private,0,0,20,1,1,0,0,Sham Shui Po
2990,12,108,441,1,6.0,2.0,6.0,141,Private room,condominium,private,0,1,6,1,1,0,1,Wan Chai
2991,12,2952,624,0,8.0,8.0,3.0,232,Private room,apartment,private,1,0,32,1,0,0,0,Eastern
2992,12,36,341,307,4.0,6.0,4.0,4,Private room,hostel,private,1,0,24,1,1,0,0,Yau Tsim Mong
2993,12,1,81,0,1.0,8.0,2.0,1,Entire home/apt,Entire condominium,regular,0,0,0,1,1,0,1,Yau Tsim Mong
2994,12,13,80,1,4.0,7.0,4.0,1,Entire home/apt,Entire guest suite,regular,0,0,4,1,1,0,1,Yau Tsim Mong
2995,12,36,510,0,6.0,3.0,3.0,320,Entire home/apt,Entire apartment,regular,0,0,6,1,1,0,1,Wan Chai
2996,12,10,180,133,2.0,6.0,2.0,2,Entire home/apt,Entire apartment,regular,0,0,10,1,1,0,0,Yau Tsim Mong
2997,12,36,360,33,4.0,9.0,4.0,4,Private room,bed and breakfast,regular,0,0,20,1,1,0,0,Kowloon City
2998,12,0,450,0,5.0,12.0,12.0,150,Entire home/apt,Entire house,regular,0,1,0,1,1,0,1,North
2999,12,68,269,0,4.0,8.0,2.0,5,Entire home/apt,Entire apartment,regular,1,0,32,1,1,0,0,Yau Tsim Mong
3000,12,24,404,2,6.5,6.0,6.0,168,Entire home/apt,Entire serviced apartment,regular,1,0,6,1,0,0,1,Eastern
3002,12,4,48,18,1.0,2.0,2.0,14,Entire home/apt,Entire apartment,regular,1,0,8,1,1,0,0,Yau Tsim Mong
3003,12,9,90,10,1.0,5.0,1.0,1,Entire home/apt,Entire house,regular,1,0,7,1,1,0,0,Yau Tsim Mong
3004,12,9,89,7,5.0,13.0,5.0,1,Entire home/apt,Entire apartment,regular,1,0,6,1,1,0,0,Yau Tsim Mong
3005,12,6,259,1,3.0,5.0,6.0,165,Entire home/apt,Entire apartment,regular,1,0,24,1,1,0,0,Central & Western
3007,12,17,82,0,2.0,4.0,3.0,1,Entire home/apt,Entire apartment,regular,1,1,8,1,1,0,1,Yau Tsim Mong
3008,12,30,166,1,3.0,6.0,6.0,85,Entire home/apt,Entire apartment,regular,0,0,15,1,0,0,0,Islands
3009,12,2,89,96,2.0,1.0,1.0,1,Hotel room,serviced apartment,regular,0,0,2,1,0,1,1,Yau Tsim Mong
3010,12,13,21,1,4.0,7.0,4.0,1,Private room,guest suite,regular,0,1,2,1,1,0,1,Yau Tsim Mong
3011,12,15,249,378,3.0,9.0,6.0,3,Private room,house,regular,0,1,15,1,0,1,0,Islands
3012,12,5,35,49,1.0,5.0,3.0,1,Entire home/apt,Entire apartment,regular,0,1,6,1,1,1,0,Yau Tsim Mong
3013,12,58,90,1,4.0,6.0,6.0,2,Entire home/apt,Entire apartment,regular,0,1,2,1,1,0,1,North
3014,12,12,540,0,6.0,6.0,6.0,168,Entire home/apt,Entire apartment,regular,0,1,30,1,0,0,0,Yau Tsim Mong
3015,12,5,165,3,3.0,5.0,5.0,4,Entire home/apt,Entire condominium,regular,0,1,4,1,1,0,0,Yau Tsim Mong
3016,12,1,90,44,2.0,7.0,3.0,3,Entire home/apt,Entire apartment,regular,1,0,1,1,0,1,1,Yau Tsim Mong
3017,12,10,0,358,2.0,4.0,4.0,28,Entire home/apt,Entire apartment,regular,1,0,8,1,0,1,1,Yau Tsim Mong
3018,12,1,88,0,2.0,7.0,4.0,1,Entire home/apt,Boat,regular,1,0,2,1,1,1,0,Wan Chai
3019,12,90,450,63,12.5,7.0,5.0,5,Private room,apartment,regular,1,0,45,1,1,1,0,Wan Chai
3020,12,24,70,51,2.0,6.0,4.0,4,Entire home/apt,Entire apartment,regular,1,0,20,1,1,0,1,Central & Western
3021,12,2,141,38,2.5,6.0,4.0,4,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,1,Eastern
3022,12,8,123,112,2.0,5.0,4.0,8,Entire home/apt,Entire apartment,regular,1,1,10,1,1,1,0,Kowloon City
3023,12,10,86,13,2.0,6.0,1.0,1,Private room,apartment,regular,1,1,6,1,1,1,0,Kowloon City
3024,12,4,180,93,2.0,7.0,4.0,4,Entire home/apt,Entire apartment,regular,1,1,8,1,1,0,0,Yau Tsim Mong
3025,12,6,46,174,2.0,5.0,3.0,5,Entire home/apt,Entire apartment,regular,1,1,9,1,0,0,0,Islands
3027,12,28,119,233,4.5,5.0,1.0,72,Entire home/apt,Entire apartment,regular,1,1,28,1,1,0,1,Central & Western
3028,12,14,80,17,2.5,8.0,3.0,10,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,1,Yau Tsim Mong
3029,12,216,681,1613,9.0,26.0,9.0,9,Hotel room,hostel,regular,1,1,45,1,1,0,0,Yau Tsim Mong
3030,12,34,80,223,3.0,6.0,3.0,2,Entire home/apt,Entire apartment,regular,1,1,16,1,1,0,0,Yau Tsim Mong
3031,12,36,539,0,6.0,6.0,6.0,168,Entire home/apt,Entire apartment,regular,1,1,48,1,0,0,0,Yau Tsim Mong
3032,12,15,253,0,12.0,3.0,3.0,270,Shared room,apartment,regular,1,1,6,1,0,0,0,Yau Tsim Mong
3033,12,2702,628,0,7.0,7.0,7.0,203,Private room,apartment,shared,1,0,49,1,0,1,0,Central & Western
3034,12,42,74,0,3.0,6.0,3.0,84,Private room,apartment,shared,0,0,6,1,1,1,1,Yau Tsim Mong
3035,12,15,240,29,3.0,12.0,12.0,7,Private room,apartment,shared,0,0,15,1,1,0,1,Sha Tin
3036,12,2952,712,2,9.0,7.0,8.0,232,Private room,apartment,shared,1,0,32,1,0,0,0,Wan Chai
3037,13,567,516,12,7.0,5.0,4.0,70,Private room,condominium,private,0,0,42,1,1,0,0,Yau Tsim Mong
3038,13,120,328,51,5.0,8.0,5.0,5,Private room,hostel,private,0,0,15,1,1,0,0,Yau Tsim Mong
3039,13,111,350,32,5.0,5.0,5.0,144,Private room,apartment,private,1,0,22,1,1,0,0,Yau Tsim Mong
3040,13,3,0,0,5.0,7.0,5.0,2,Private room,boutique hotel,regular,0,0,1,1,1,0,0,Yau Tsim Mong
3041,13,7,89,143,5.0,8.0,6.0,3,Entire home/apt,Entire apartment,regular,0,0,7,1,0,0,0,Wan Chai
3042,13,6,0,118,2.0,7.0,3.0,1,Entire home/apt,Entire apartment,regular,0,0,6,1,0,0,1,Yau Tsim Mong
3043,13,11,83,0,4.0,4.0,3.0,1,Entire home/apt,Entire apartment,regular,0,0,4,1,1,1,1,Wan Chai
3044,13,4,83,2,5.0,11.0,6.0,1,Private room,apartment,regular,0,0,3,1,1,0,0,Wan Chai
3045,13,10,245,0,5.0,7.0,7.0,4,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,1,North
3046,13,3192,1077,3,11.0,10.0,12.0,363,Private room,apartment,regular,1,0,96,1,0,1,0,Eastern
3047,13,606,474,5,6.0,6.0,2.0,152,Entire home/apt,Entire apartment,regular,1,0,36,1,1,0,0,Central & Western
3048,13,738,178,0,3.0,10.0,10.0,58,Entire home/apt,Entire apartment,regular,1,0,8,1,0,0,0,Sham Shui Po
3049,13,2583,623,0,8.0,7.0,3.0,203,Private room,apartment,regular,1,0,28,1,0,0,0,Yau Tsim Mong
3050,13,60,142,97,2.0,7.0,3.0,56,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,0,Yau Tsim Mong
3051,13,36,628,10,7.0,9.0,7.0,123,Private room,apartment,regular,1,1,35,1,0,0,0,Yau Tsim Mong
3052,13,2,267,2,4.0,8.0,6.0,31,Entire home/apt,Entire apartment,regular,1,1,5,1,0,0,1,Yau Tsim Mong
3053,13,6,0,99,2.0,0.0,3.0,1,Entire home/apt,Entire apartment,regular,0,1,6,1,0,0,0,Yau Tsim Mong
3054,13,6,180,13,2.5,4.0,4.0,60,Entire home/apt,Entire apartment,regular,0,1,2,1,0,1,0,Yau Tsim Mong
3055,13,11,82,99,4.0,4.0,3.0,1,Entire home/apt,Entire apartment,regular,0,1,4,1,1,1,0,Wan Chai
3057,13,2583,535,0,9.0,6.0,7.0,203,Private room,apartment,regular,1,0,28,1,0,0,0,Central & Western
3058,13,7,165,262,4.0,9.0,7.0,6,Entire home/apt,Entire apartment,regular,1,1,18,1,1,1,0,Wan Chai
3059,13,40,0,81,4.0,9.0,4.0,4,Hotel room,hostel,regular,1,1,8,1,0,0,1,Yau Tsim Mong
3060,13,1840,695,0,8.0,8.0,8.0,232,Private room,apartment,shared,1,0,32,1,1,1,0,Eastern
3061,13,114,0,2,6.0,13.0,3.0,3,Shared room,apartment,shared,1,0,9,1,1,0,1,Wan Chai
3062,14,60,540,178,6.0,8.0,2.0,6,Private room,apartment,private,0,1,24,1,1,1,1,Yau Tsim Mong
3063,14,49,398,296,7.0,7.0,7.0,7,Private room,apartment,private,0,1,7,1,1,0,1,Wan Chai
3064,14,49,372,1215,7.0,7.0,7.0,7,Private room,guesthouse,private,1,1,21,1,0,0,1,Wan Chai
3065,14,55,368,589,5.0,7.0,6.0,450,Private room,boutique hotel,private,1,1,30,1,0,1,0,Yau Tsim Mong
3066,14,56,541,9,7.0,9.0,7.0,198,Private room,apartment,private,1,1,56,1,0,0,0,Wan Chai
3067,14,26,151,12,2.0,4.0,5.0,2,Entire home/apt,Entire apartment,regular,0,0,4,1,1,0,1,Yau Tsim Mong
3068,14,0,540,1,6.0,10.0,8.0,6,Hotel room,bed and breakfast,regular,0,0,30,1,1,0,1,Yau Tsim Mong
3069,14,0,204,4,4.0,7.0,6.0,3,Entire home/apt,Entire apartment,regular,0,0,0,1,1,0,0,Wan Chai
3070,14,168,485,88,7.0,10.0,7.0,7,Private room,hostel,regular,0,0,21,1,1,0,0,Yau Tsim Mong
3071,14,2300,803,1,10.0,11.0,8.0,290,Private room,apartment,regular,1,0,40,1,1,1,0,Central & Western
3072,14,21,142,341,4.0,9.0,3.0,33,Entire home/apt,Entire apartment,regular,1,1,13,1,1,0,1,Yau Tsim Mong
3073,14,84,360,108,9.0,7.0,2.0,6,Private room,apartment,regular,1,1,24,1,1,1,0,Yau Tsim Mong
3074,14,6,180,164,3.0,10.0,5.0,4,Entire home/apt,Entire apartment,regular,0,0,10,1,0,0,0,Wan Chai
3075,14,38,0,73,2.5,10.0,6.0,4,Entire home/apt,Entire apartment,regular,0,1,14,1,1,1,0,Wan Chai
3076,14,3474,801,1,9.0,9.0,9.0,261,Private room,apartment,regular,1,0,63,1,0,1,0,Kowloon City
3077,14,3,151,12,3.5,8.0,5.0,3,Entire home/apt,Entire condominium,regular,1,0,3,1,1,0,1,Yau Tsim Mong
3079,14,10,73,268,2.0,7.0,3.0,2,Entire home/apt,Entire apartment,regular,1,1,10,1,0,0,1,Yau Tsim Mong
3080,14,36,292,34,5.0,7.0,5.0,4,Entire home/apt,Entire condominium,regular,1,1,8,1,1,0,1,North
3081,14,1,85,30,2.0,3.0,2.0,2,Entire home/apt,Entire apartment,regular,1,1,1,1,1,1,0,Yau Tsim Mong
3082,14,6,138,300,2.0,7.0,5.0,2,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,0,Yau Tsim Mong
3083,14,22,90,31,2.0,14.0,2.0,2,Hotel room,hostel,regular,1,1,16,1,1,1,1,Yau Tsim Mong
3084,14,6,316,86,7.0,5.0,2.0,57,Entire home/apt,Entire apartment,regular,1,1,40,1,1,0,0,Central & Western
3086,14,168,329,2,7.0,7.0,7.0,7,Private room,hostel,shared,0,0,21,1,1,0,0,Yau Tsim Mong
3087,14,6,179,13,2.0,9.0,3.0,2,Private room,apartment,shared,0,1,4,1,1,0,1,Yau Tsim Mong
3088,14,26,180,0,2.0,14.0,2.0,2,Shared room,hostel,shared,0,1,6,1,0,0,0,Yau Tsim Mong
3089,15,64,652,28,8.0,13.0,8.0,9,Private room,hostel,private,1,0,0,1,1,1,1,Yau Tsim Mong
3090,15,129,450,434,7.0,10.0,6.0,9,Private room,guesthouse,private,0,0,33,1,1,0,1,Yau Tsim Mong
3091,15,60,244,53,6.0,8.0,6.0,6,Private room,guesthouse,private,0,1,6,1,0,0,1,Yau Tsim Mong
3092,15,22,234,7,6.0,10.0,6.0,4,Private room,apartment,regular,0,0,19,1,1,0,1,Yau Tsim Mong
3093,15,44,24,41,2.0,5.0,4.0,2,Entire home/apt,Entire apartment,regular,1,0,10,1,1,0,0,Yau Tsim Mong
3094,15,2530,796,0,13.0,15.0,11.0,291,Private room,apartment,regular,1,0,44,1,1,1,0,Wan Chai
3095,15,96,180,196,6.0,12.0,6.0,6,Private room,apartment,regular,1,0,24,1,0,0,0,Yau Tsim Mong
3096,15,3,90,6,3.0,6.0,3.0,100,Entire home/apt,Entire house,regular,1,0,3,1,0,0,0,Yau Tsim Mong
3097,15,102,85,33,5.0,9.0,9.0,3,Entire home/apt,Entire house,regular,0,0,15,1,0,0,0,Kowloon City
3098,15,22,70,11,4.0,6.0,4.0,2,Private room,guest suite,regular,0,1,4,1,1,0,1,Yau Tsim Mong
3099,15,0,268,95,4.0,7.0,4.0,4,Hotel room,hostel,regular,0,1,20,1,1,0,1,Yau Tsim Mong
3100,15,36,116,588,3.0,8.0,4.0,18,Entire home/apt,Entire apartment,regular,1,0,30,1,1,0,0,Central & Western
3101,15,24,202,65,4.0,8.0,4.0,3,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,1,Wan Chai
3102,15,3088,720,0,8.0,8.0,8.0,232,Private room,apartment,shared,1,0,56,1,0,1,0,Kowloon City
3103,15,5166,1170,0,14.0,14.0,14.0,406,Shared room,apartment,shared,1,0,56,1,0,0,0,Wan Chai
3104,15,3690,890,0,10.0,8.0,10.0,290,Private room,apartment,shared,1,0,40,1,0,0,0,Central & Western
3105,15,1,66,0,2.0,16.0,1.0,1,Shared room,apartment,shared,1,1,1,1,1,0,1,North
3107,16,2,90,0,1.0,1.0,9.0,1,Private room,boutique hotel,private,0,0,1,1,0,0,1,Yau Tsim Mong
3108,16,10,360,8,7.0,14.0,7.0,94,Private room,apartment,private,0,0,18,1,0,0,0,Yau Tsim Mong
3109,16,126,540,24,6.0,8.0,6.0,6,Private room,guesthouse,private,0,1,30,1,1,0,1,Yau Tsim Mong
3110,16,56,720,0,8.0,8.0,8.0,8,Private room,bed and breakfast,private,0,1,0,1,1,0,0,Yau Tsim Mong
3111,16,73,810,3,9.0,11.0,8.0,239,Private room,apartment,private,0,1,25,1,0,0,1,Wan Chai
3112,16,88,349,2197,8.0,11.0,5.0,720,Private room,boutique hotel,private,1,1,48,1,0,1,1,Yau Tsim Mong
3113,16,1,90,0,1.5,9.0,2.0,1,Private room,boutique hotel,regular,0,0,0,1,0,0,0,Yau Tsim Mong
3114,16,7,89,0,8.0,1.0,1.0,1,Private room,hostel,regular,0,0,1,1,1,0,1,Yau Tsim Mong
3115,16,11,90,1,1.0,1.0,1.0,1,Private room,apartment,regular,0,0,1,1,0,0,1,Yau Tsim Mong
3116,16,13,90,0,6.0,9.0,6.0,1,Private room,guesthouse,regular,0,0,4,1,1,0,1,Yau Tsim Mong
3117,16,284,360,7,4.0,8.0,8.0,4,Entire home/apt,Entire apartment,regular,0,0,12,1,1,0,1,Kowloon City
3118,16,1,85,4,1.0,0.0,2.0,1,Entire home/apt,Entire apartment,regular,0,0,0,1,1,0,0,Yau Tsim Mong
3119,16,1,90,1,11.0,11.0,11.0,1,Private room,hotel,regular,0,0,2,1,1,0,0,Yau Tsim Mong
3120,16,0,90,0,9.0,8.0,8.0,1,Entire home/apt,Entire villa,regular,0,0,0,1,1,0,1,Tuen Mun
3121,16,41,346,114,5.0,8.0,6.0,9,Entire home/apt,Entire apartment,regular,0,1,10,1,1,0,0,Wan Chai
3124,16,2,89,0,9.0,20.0,9.0,1,Private room,boutique hotel,regular,0,1,1,1,0,0,0,Yau Tsim Mong
3125,16,7,90,48,6.0,16.0,9.0,1,Private room,apartment,regular,0,1,5,1,1,0,0,Wan Chai
3126,16,10,79,0,10.0,15.0,11.0,1,Private room,hostel,regular,1,0,3,1,1,0,0,Yau Tsim Mong
3127,16,0,90,0,8.0,10.0,10.0,1,Private room,apartment,regular,1,0,0,1,0,0,1,Yau Tsim Mong
3128,16,14,90,1,1.0,1.0,7.0,1,Private room,apartment,regular,1,0,1,1,0,0,1,Yau Tsim Mong
3129,16,43,51,0,9.0,14.0,8.0,1,Entire home/apt,Entire serviced apartment,regular,1,0,5,1,0,0,1,Yau Tsim Mong
3131,16,24,10,160,4.0,7.0,4.0,4,Private room,apartment,regular,1,0,24,1,1,1,0,Islands
3132,16,6,166,46,2.0,8.0,6.0,15,Entire home/apt,Entire house,regular,1,0,8,1,1,0,0,Islands
3133,16,8,0,23,2.0,10.0,6.0,2,Entire home/apt,Entire apartment,regular,1,1,2,1,0,1,1,Yau Tsim Mong
3134,16,1230,185,0,6.0,9.0,9.0,3,Entire home/apt,Entire apartment,regular,1,1,0,1,1,0,1,North
3135,16,2,90,11,2.5,1.0,1.0,1,Hotel room,boutique hotel,regular,0,0,2,1,0,1,1,Yau Tsim Mong
3136,16,102,250,30,7.0,9.0,9.0,3,Entire home/apt,Entire serviced apartment,regular,0,0,15,1,0,0,0,Kowloon City
3137,16,6,85,0,4.0,8.0,4.0,1,Entire home/apt,Entire apartment,regular,0,1,1,1,0,0,0,Yau Tsim Mong
3138,16,126,268,319,7.0,12.0,7.0,7,Private room,apartment,regular,1,0,35,1,0,0,1,Yau Tsim Mong
3139,16,22,120,300,2.0,8.0,6.0,14,Entire home/apt,Entire condominium,regular,1,0,12,1,1,1,0,Yau Tsim Mong
3140,16,24,353,152,4.0,7.0,4.0,5,Entire home/apt,Entire apartment,regular,1,0,24,1,0,0,0,Yau Tsim Mong
3141,16,5,179,12,5.0,8.0,6.0,4,Entire home/apt,Entire apartment,regular,1,0,14,1,1,0,0,Yau Tsim Mong
3142,16,14,89,0,8.0,16.0,10.0,1,Entire home/apt,Farm stay,regular,1,1,2,1,1,0,1,Islands
3143,16,65,88,58,3.0,12.0,4.0,4,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,1,Wan Chai
3144,16,7,83,0,5.5,13.0,8.0,1,Entire home/apt,Entire villa,regular,1,1,1,1,1,1,1,North
3145,16,8,78,34,3.0,6.0,3.0,3,Entire home/apt,Entire townhouse,regular,1,1,5,1,1,0,0,Central & Western
3146,16,1,90,1,2.0,16.0,1.0,1,Shared room,house,shared,0,0,2,1,1,0,0,North
3147,16,288,1351,59,16.0,16.0,16.0,16,Shared room,apartment,shared,0,1,32,1,1,0,1,Yau Tsim Mong
3148,16,3690,890,0,10.0,9.0,7.0,290,Private room,apartment,shared,1,0,40,1,0,0,0,Eastern
3149,16,3,90,2,2.0,1.0,1.0,1,Shared room,apartment,shared,1,0,4,1,0,0,1,Sham Shui Po
3150,16,6,90,0,2.0,17.0,1.0,28,Shared room,tiny house,shared,1,1,4,1,1,0,1,Central & Western
3151,16,1912,712,0,8.0,8.0,3.0,212,Private room,condominium,shared,1,1,24,1,1,0,0,Wan Chai
3152,17,4,180,0,2.0,1.0,2.0,15,Private room,hostel,private,0,0,7,1,0,0,1,Yau Tsim Mong
3153,17,90,37,102,6.0,11.0,6.0,14,Private room,guest suite,private,1,0,30,1,0,0,0,Yau Tsim Mong
3154,17,300,816,391,10.0,10.0,10.0,70,Private room,serviced apartment,private,0,1,50,1,1,0,1,Yau Tsim Mong
3155,17,6,540,0,6.0,11.0,6.0,180,Private room,bed and breakfast,private,1,1,30,1,1,0,0,Yau Tsim Mong
3156,17,2394,714,0,11.0,9.0,5.0,265,Entire home/apt,Entire apartment,regular,1,0,72,1,0,1,0,Yau Tsim Mong
3157,17,486,591,64,5.0,16.0,6.0,154,Private room,apartment,regular,1,0,45,1,0,0,0,Yau Tsim Mong
3158,17,396,810,309,9.0,12.0,9.0,9,Private room,apartment,regular,1,0,54,1,0,0,0,Yau Tsim Mong
3159,17,345,241,0,14.5,9.0,10.0,290,Private room,apartment,regular,1,0,22,1,1,0,0,Wan Chai
3160,18,20,357,41,5.0,7.0,5.0,5,Private room,apartment,private,1,0,10,1,0,0,1,Yau Tsim Mong
3161,18,108,449,0,6.0,11.0,6.0,6,Private room,kezhan,private,1,1,6,1,1,0,1,Kowloon City
3162,18,84,247,410,7.0,13.0,7.0,7,Private room,hotel,private,1,1,21,1,0,0,0,Yau Tsim Mong
3164,18,13,267,27,4.0,16.0,7.0,32,Entire home/apt,Entire apartment,regular,0,0,14,1,0,0,0,Yau Tsim Mong
3165,18,5,97,15,6.0,9.0,8.0,132,Entire home/apt,Entire apartment,regular,0,0,14,1,0,0,0,Central & Western
3166,18,15,180,286,3.0,9.0,2.0,4,Entire home/apt,Entire apartment,regular,0,1,15,1,1,0,0,Yau Tsim Mong
3167,18,1476,357,0,4.0,8.0,5.0,116,Entire home/apt,Entire apartment,regular,1,0,16,1,0,0,0,Kowloon City
3168,18,2300,869,1,10.5,10.0,9.0,291,Private room,apartment,regular,1,0,40,1,1,1,0,Yau Tsim Mong
3169,18,42,418,222,7.0,7.0,4.0,35,Entire home/apt,Entire apartment,regular,1,1,28,1,1,0,1,Wan Chai
3170,18,300,694,754,15.0,10.0,9.0,70,Private room,serviced apartment,regular,0,1,50,1,1,0,1,Yau Tsim Mong
3171,18,48,228,180,5.0,9.0,7.0,45,Entire home/apt,Entire apartment,regular,1,0,23,1,1,0,0,Yau Tsim Mong
3172,18,1912,535,0,8.0,9.0,3.0,234,Entire home/apt,Entire condominium,regular,1,1,24,1,1,0,0,Yau Tsim Mong
3173,18,69,111,5,3.0,12.0,6.0,87,Entire home/apt,Entire apartment,regular,1,1,21,1,1,1,0,Central & Western
3174,18,33,170,110,9.0,18.0,3.0,3,Shared room,guesthouse,regular,1,1,24,1,1,1,1,Yau Tsim Mong
3175,18,7,180,130,4.0,11.0,4.0,8,Entire home/apt,Entire apartment,regular,1,1,8,1,0,0,0,Yau Tsim Mong
3176,18,22,91,0,2.0,4.0,4.0,2,Private room,apartment,shared,0,0,4,1,0,0,1,Central & Western
3177,19,96,626,6,8.0,11.0,7.0,8,Private room,guesthouse,private,0,1,16,1,0,0,0,Yau Tsim Mong
3178,19,72,570,1191,8.0,14.0,8.0,12,Private room,hostel,private,1,0,48,1,1,0,0,Yau Tsim Mong
3179,19,72,631,12,8.0,12.0,8.0,8,Private room,hostel,private,1,0,16,1,1,0,0,Yau Tsim Mong
3180,19,108,466,1730,9.0,15.0,9.0,9,Private room,apartment,private,1,1,27,1,1,0,0,Yau Tsim Mong
3181,19,192,457,4,8.0,13.0,8.0,8,Private room,hostel,regular,0,0,24,1,1,0,0,Yau Tsim Mong
3182,19,50,113,9,5.0,16.0,9.0,5,Entire home/apt,Entire apartment,regular,1,0,10,1,1,1,0,Yuen Long
3183,19,0,74,2,9.0,16.0,9.0,9,Private room,hotel,regular,1,0,0,1,0,0,1,Yau Tsim Mong
3184,19,5054,1699,4,19.0,19.0,17.0,600,Private room,apartment,regular,1,0,152,1,0,1,0,Yau Tsim Mong
3185,19,10,268,15,6.0,11.0,7.0,33,Entire home/apt,Entire apartment,regular,1,0,23,1,0,0,0,Yau Tsim Mong
3186,19,5,314,11,7.5,8.0,10.0,54,Entire home/apt,Entire apartment,regular,1,0,38,1,1,0,0,Central & Western
3187,19,2390,714,2,10.0,10.0,2.0,278,Entire home/apt,Entire condominium,regular,1,1,30,1,1,0,0,Central & Western
3188,19,65,242,15,8.0,10.0,5.0,5,Private room,guest suite,regular,0,0,10,1,1,0,1,Yau Tsim Mong
3189,19,13,161,476,4.0,12.0,9.0,86,Entire home/apt,Entire apartment,regular,1,1,12,1,1,1,1,Yau Tsim Mong
3190,19,1912,535,0,8.0,9.0,5.0,292,Entire home/apt,Entire apartment,regular,1,1,24,1,1,0,0,Wan Chai
3191,19,32,285,151,4.0,10.0,3.0,4,Entire home/apt,Entire apartment,regular,1,1,16,1,1,0,1,Central & Western
3192,19,4246,895,1,11.0,11.0,11.0,319,Private room,apartment,shared,1,0,77,1,0,1,0,Kowloon City
3193,20,110,616,8,10.0,20.0,10.0,280,Private room,boutique hotel,private,1,1,0,1,1,1,0,Yau Tsim Mong
3195,20,27,114,89,4.0,9.0,5.0,13,Entire home/apt,Entire apartment,regular,0,0,6,1,1,0,1,Yau Tsim Mong
3196,20,112,251,459,8.0,9.0,8.0,8,Private room,house,regular,0,0,40,1,0,0,1,Islands
3197,20,140,796,32,10.0,10.0,1.0,570,Entire home/apt,Entire apartment,regular,1,0,70,1,0,1,0,Wan Chai
3198,20,54,7,110,5.0,9.0,5.0,3,Entire home/apt,Entire apartment,regular,1,0,27,1,1,1,1,Wan Chai
