,occupancy,listing_count,availability_90,num_reviews,num_bath,num_bed,num_bedroom,min_nights,room_type,property_type,bathroom_type,has_about,has_neighborhood_overview,account_age,has_profile_pic,identity_verified,is_superhost,instant_bookable,neighbourhood
2725,8,20,357,58,4.0,5.0,4.0,4,Private room,apartment,private,1,1,12,1,0,1,1,Yau Tsim Mong
2726,8,28,117,397,4.0,6.0,4.0,4,Private room,apartment,private,1,1,16,1,1,0,1,Yau Tsim Mong
2727,8,0,271,0,4.0,5.0,4.0,28,Private room,boutique hotel,private,0,0,0,1,0,0,1,Yau Tsim Mong
2728,8,58,180,1,2.0,5.0,4.0,2,Private room,serviced apartment,private,0,1,0,1,1,0,1,Yau Tsim Mong
2729,8,18,269,5,3.0,5.0,3.0,3,Private room,guesthouse,private,0,1,6,1,1,0,1,Yau Tsim Mong
2730,8,96,720,0,8.0,8.0,8.0,8,Private room,apartment,regular,0,0,8,1,0,0,0,Yau Tsim Mong
2731,8,20,0,2,2.0,5.0,4.0,56,Entire home/apt,Entire apartment,regular,0,0,10,1,0,0,0,Islands
2732,8,38,175,0,2.0,4.0,4.0,60,Entire home/apt,Entire apartment,regular,0,0,8,1,1,0,0,Islands
2733,8,1,89,0,8.0,1.0,1.0,1,Shared room,hut,regular,0,0,3,1,0,0,1,Sham Shui Po
2734,8,1,0,0,2.0,5.0,2.0,1,Entire home/apt,Entire apartment,regular,0,0,2,1,0,0,1,Yau Tsim Mong
2735,8,1,79,25,1.0,3.0,3.0,1,Entire home/apt,Entire apartment,regular,0,0,1,1,0,1,1,Yau Tsim Mong
2736,8,8,66,18,3.0,4.0,4.0,2,Entire home/apt,Entire apartment,regular,0,0,3,1,1,0,0,North
2737,8,56,360,14,4.0,6.0,4.0,4,Private room,apartment,regular,0,0,8,1,0,0,0,Yau Tsim Mong
2738,8,4,171,112,2.0,4.0,4.0,4,Entire home/apt,Entire apartment,regular,0,0,12,1,0,0,0,Islands
2739,8,5,0,9,2.0,4.0,2.0,1,Entire home/apt,Entire apartment,regular,0,0,6,1,1,1,0,Yau Tsim Mong
2740,8,11,267,0,3.0,3.0,4.0,7,Entire home/apt,Entire apartment,regular,0,0,4,1,0,0,0,Wan Chai
2741,8,4,178,76,10.0,4.0,10.0,2,Private room,aparthotel,regular,0,0,8,1,0,0,1,Yau Tsim Mong
2742,8,1,262,4,3.0,5.0,2.0,33,Entire home/apt,Entire apartment,regular,0,0,7,1,0,0,0,Yau Tsim Mong
2743,8,2,89,1,2.0,4.0,2.0,31,Entire home/apt,Entire serviced apartment,regular,0,0,2,1,0,0,0,Yau Tsim Mong
2744,8,12,78,1,2.0,4.0,2.0,1,Private room,guesthouse,regular,0,1,2,1,0,0,0,Yau Tsim Mong
2745,8,4,162,11,2.5,4.0,4.0,2,Entire home/apt,Entire apartment,regular,0,1,0,1,1,0,1,Yuen Long
2746,8,1,1,6,2.5,5.0,4.0,2,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,0,Central & Western
2747,8,7,30,0,3.0,5.0,5.0,1,Entire home/apt,Entire apartment,regular,0,1,1,1,1,0,1,North
2748,8,1,70,23,1.0,5.0,3.0,1,Entire home/apt,Entire house,regular,0,1,2,1,1,1,0,Islands
2749,8,3,83,12,2.0,4.0,3.0,7,Entire home/apt,Entire apartment,regular,0,1,7,1,0,0,0,Central & Western
2750,8,10,90,1,4.0,4.0,4.0,32,Entire home/apt,Entire apartment,regular,0,1,5,1,0,0,0,Wan Chai
2751,8,5,270,3,4.0,5.0,6.0,57,Entire home/apt,Entire apartment,regular,0,1,6,1,0,0,1,Wan Chai
2752,8,80,630,10,24.0,17.0,8.0,8,Shared room,hostel,regular,0,1,8,1,1,0,1,Wan Chai
2753,8,0,46,0,2.0,4.0,4.0,1,Private room,apartment,regular,0,1,6,1,1,0,1,Islands
2754,8,6,50,8,2.0,2.0,2.0,2,Entire home/apt,Entire apartment,regular,0,1,8,1,1,0,1,Yau Tsim Mong
2756,8,132,180,3,3.0,6.0,3.0,3,Private room,condominium,regular,1,0,18,1,0,0,1,Kowloon City
2757,8,56,256,21,4.0,4.0,1.0,240,Entire home/apt,Entire apartment,regular,1,0,28,1,0,1,0,Eastern
2758,8,10,20,190,3.0,3.0,3.0,14,Entire home/apt,Entire apartment,regular,1,0,8,1,0,1,1,Yau Tsim Mong
2759,8,266,89,0,1.0,4.0,4.0,30,Entire home/apt,Entire apartment,regular,1,0,8,1,0,1,0,Central & Western
2760,8,1544,356,0,4.0,4.0,1.0,116,Entire home/apt,Entire apartment,regular,1,0,28,1,0,1,0,Kowloon City
2761,8,1476,356,0,4.0,4.0,3.0,116,Private room,apartment,regular,1,0,16,1,0,0,0,Eastern
2762,8,460,178,1,2.0,5.0,4.0,58,Entire home/apt,Entire apartment,regular,1,0,8,1,1,1,0,Central & Western
2763,8,12,0,31,1.0,3.0,3.0,28,Entire home/apt,Entire apartment,regular,1,0,6,1,1,0,0,Wan Chai
2764,8,36,320,43,4.0,4.0,4.0,8,Private room,hostel,regular,1,0,24,1,1,0,0,Yau Tsim Mong
2766,8,24,139,28,2.0,4.0,2.0,2,Entire home/apt,Entire apartment,regular,1,0,10,1,1,0,1,North
2767,8,17,31,5,2.5,6.0,4.0,1,Entire home/apt,Entire apartment,regular,1,0,8,1,1,0,1,Yau Tsim Mong
2768,8,3,99,10,3.0,4.0,3.0,6,Entire home/apt,Entire apartment,regular,1,0,21,1,0,0,0,Wan Chai
2769,8,12,170,11,4.0,5.0,4.0,5,Private room,apartment,regular,1,0,23,1,0,0,0,Yau Tsim Mong
2770,8,23,180,42,2.0,5.0,2.0,16,Entire home/apt,Entire apartment,regular,1,0,14,1,1,0,0,Yau Tsim Mong
2771,8,1,90,5,1.0,5.0,4.0,1,Entire home/apt,Entire condominium,regular,1,0,2,1,1,0,1,Wan Chai
2772,8,21,270,0,3.0,4.0,3.0,3,Private room,hotel,regular,1,1,12,1,0,0,1,Southern
2773,8,16,195,1,4.0,5.0,4.0,4,Private room,boutique hotel,regular,1,1,8,1,0,1,1,Central & Western
2774,8,1,29,2,3.0,4.0,3.0,30,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,0,Central & Western
2775,8,3,120,15,3.0,2.0,4.0,7,Entire home/apt,Entire apartment,regular,1,1,13,1,1,0,0,Wan Chai
2776,8,1,80,25,1.0,6.0,3.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,1,Sai Kung
2777,8,1,78,30,1.0,6.0,3.0,1,Entire home/apt,Entire condominium,regular,1,1,3,1,1,0,1,Sai Kung
2778,8,28,359,351,4.0,8.0,4.0,8,Private room,apartment,regular,1,1,24,1,1,0,0,Yau Tsim Mong
2779,8,1,12,49,3.0,3.0,3.0,1,Entire home/apt,Entire condominium,regular,1,1,2,1,1,1,1,Wan Chai
2781,8,369,89,0,1.0,4.0,4.0,29,Entire home/apt,Entire apartment,regular,1,1,4,1,0,0,0,Central & Western
2782,8,9,5,6,2.0,5.0,4.0,3,Entire home/apt,Entire condominium,regular,1,1,4,1,1,1,1,Wan Chai
2783,8,3,80,2,1.5,3.0,3.0,28,Entire home/apt,Entire apartment,regular,1,1,8,1,1,0,0,Wan Chai
2784,8,36,247,46,3.0,7.0,3.0,42,Hotel room,hotel,regular,1,1,6,1,1,0,0,Yau Tsim Mong
2785,8,1,74,98,1.0,3.0,2.0,2,Entire home/apt,Entire apartment,regular,1,1,1,1,1,0,1,Yau Tsim Mong
2786,8,2,229,32,4.0,4.0,4.0,123,Entire home/apt,Entire apartment,regular,1,1,21,1,0,0,0,Central & Western
2787,8,3,139,10,3.0,3.0,3.0,8,Entire home/apt,Entire apartment,regular,1,1,10,1,1,0,0,Central & Western
2788,8,38,170,1,3.0,4.0,4.0,60,Entire home/apt,Entire condominium,regular,0,0,8,1,1,0,0,Islands
2790,8,2,5,23,1.0,4.0,2.0,1,Private room,house,regular,0,0,3,1,0,0,1,Islands
2791,8,6,79,36,2.0,4.0,4.0,1,Entire home/apt,Entire condominium,regular,0,0,2,1,0,1,1,Yau Tsim Mong
2793,8,20,173,2,2.0,5.0,4.0,56,Entire home/apt,Entire apartment,regular,0,1,10,1,0,0,0,Islands
2794,8,1,90,93,1.0,5.0,2.0,14,Entire home/apt,Entire apartment,regular,0,1,2,1,0,0,1,Yau Tsim Mong
2795,8,1,75,57,1.5,4.0,2.0,1,Entire home/apt,Entire guesthouse,regular,0,1,3,1,0,1,1,Islands
2797,8,142,179,31,2.0,4.0,4.0,14,Entire home/apt,Entire apartment,regular,0,1,6,1,1,0,0,Yau Tsim Mong
2798,8,6,0,64,1.5,5.0,2.0,1,Entire home/apt,Entire apartment,regular,0,1,2,1,0,1,0,Kowloon City
2799,8,4,0,70,2.0,5.0,2.0,29,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,1,Yau Tsim Mong
2800,8,36,271,73,4.0,5.0,4.0,4,Private room,apartment,regular,0,1,28,0,1,0,0,Yau Tsim Mong
2801,8,28,257,62,4.0,4.0,4.0,4,Entire home/apt,Entire serviced apartment,regular,0,1,12,1,1,0,0,Yuen Long
2802,8,6,90,4,2.0,2.0,2.0,1,Private room,guesthouse,regular,0,1,2,1,1,0,1,Yau Tsim Mong
2803,8,36,332,2,4.0,4.0,2.0,120,Entire home/apt,Entire serviced apartment,regular,0,1,12,1,1,0,0,Wan Chai
2804,8,1,0,29,4.5,6.0,4.0,2,Entire home/apt,Entire house,regular,0,1,1,1,1,0,0,Islands
2805,8,4,0,3,1.0,3.0,2.0,28,Entire home/apt,Entire apartment,regular,1,0,5,1,0,0,1,Wan Chai
2806,8,3,69,2,1.0,4.0,3.0,7,Entire home/apt,Entire apartment,regular,1,0,7,1,1,0,0,Kowloon City
2807,8,12,89,8,2.5,4.0,4.0,1,Entire home/apt,Entire villa,regular,1,0,1,1,1,1,0,North
2808,8,369,89,0,1.0,4.0,4.0,29,Entire home/apt,Entire apartment,regular,1,0,4,1,0,0,0,Central & Western
2809,8,48,190,147,3.0,4.0,5.0,125,Entire home/apt,Entire apartment,regular,1,0,21,1,1,0,0,Yau Tsim Mong
2810,8,28,173,173,2.0,4.0,1.0,2,Entire home/apt,Entire house,regular,1,0,10,1,1,0,0,Islands
2811,8,48,185,83,4.0,4.0,4.0,25,Private room,apartment,regular,1,0,40,1,1,0,0,Central & Western
2812,8,1,89,48,2.0,3.0,3.0,2,Entire home/apt,Entire apartment,regular,1,0,7,1,0,0,0,Wan Chai
2813,8,2,0,3,3.0,5.0,3.0,3,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,0,Central & Western
2814,8,7,85,44,1.0,2.0,2.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,1,Yau Tsim Mong
2815,8,4,158,231,2.0,6.0,4.0,14,Entire home/apt,Entire apartment,regular,1,1,10,1,0,1,0,Wan Chai
2816,8,10,0,353,1.0,4.0,3.0,28,Entire home/apt,Entire apartment,regular,1,1,8,1,0,1,1,Yau Tsim Mong
2817,8,1,81,58,1.0,2.0,2.0,2,Entire home/apt,Entire loft,regular,1,1,1,1,1,0,1,Yau Tsim Mong
2818,8,6,0,1,2.0,4.0,3.0,1,Entire home/apt,Entire apartment,regular,1,1,1,1,1,0,1,Yau Tsim Mong
2819,8,4,72,0,2.5,5.0,4.0,2,Entire home/apt,Entire apartment,regular,1,1,5,1,1,1,1,Yuen Long
2821,8,0,360,99,4.0,6.0,3.0,57,Entire home/apt,Entire apartment,regular,1,1,28,1,1,0,0,Kowloon City
2822,8,0,89,0,1.0,0.0,4.0,1,Entire home/apt,Entire apartment,regular,1,1,7,1,1,0,0,Wan Chai
2823,8,8,88,16,2.0,4.0,2.0,4,Entire home/apt,Entire condominium,regular,1,1,10,1,1,0,0,Yau Tsim Mong
2824,8,2,89,15,1.0,4.0,3.0,1,Entire home/apt,Entire condominium,regular,1,1,3,1,1,0,0,Kowloon City
2825,8,48,180,116,3.0,6.0,4.0,4,Hotel room,bed and breakfast,regular,1,1,28,1,0,1,1,Yau Tsim Mong
2826,8,4,37,135,2.0,4.0,2.0,48,Entire home/apt,Entire apartment,regular,1,1,4,1,1,1,0,Yau Tsim Mong
2827,8,21,57,99,3.0,4.0,1.0,13,Entire home/apt,Entire apartment,regular,1,1,3,1,1,1,0,Yau Tsim Mong
2828,8,6,131,69,2.0,5.0,4.0,2,Entire home/apt,Entire apartment,regular,1,1,2,1,1,1,0,Wan Chai
2829,8,4,1,23,2.0,5.0,4.0,2,Entire home/apt,Entire house,regular,1,1,5,1,1,0,1,Islands
2832,8,36,360,157,4.0,5.0,2.0,4,Entire home/apt,Entire apartment,regular,1,1,24,1,1,0,0,Kowloon City
2833,8,14,0,0,1.0,8.0,1.0,10,Shared room,house,shared,0,0,2,1,1,0,0,Sham Shui Po
2834,8,1,80,0,2.0,6.0,2.0,1,Private room,condominium,shared,0,0,2,1,0,0,1,Yau Tsim Mong
2835,8,7,89,0,1.0,1.0,1.0,1,Private room,house,shared,0,0,1,1,1,0,1,Central & Western
2836,8,96,269,5,4.0,6.0,4.0,4,Private room,hostel,shared,0,0,12,1,1,0,0,Yau Tsim Mong
2837,8,2,88,1,1.0,8.0,1.0,3,Shared room,apartment,shared,0,0,3,1,0,0,1,Wan Chai
2838,8,8,180,0,2.0,8.0,2.0,2,Shared room,house,shared,0,0,4,1,1,0,1,North
2839,8,1,90,0,2.0,8.0,1.0,1,Shared room,hostel,shared,0,0,1,1,1,0,1,Sham Shui Po
2840,8,3,59,1,2.0,8.0,1.0,1,Shared room,house,shared,0,0,2,1,1,0,0,Yuen Long
2841,8,1,0,0,1.0,6.0,1.0,1,Shared room,guest suite,shared,0,1,2,1,0,0,1,Yau Tsim Mong
2842,8,1596,449,0,9.0,5.0,6.0,176,Shared room,apartment,shared,1,0,48,1,0,1,0,Yau Tsim Mong
2843,8,432,293,224,8.0,32.0,8.0,27,Shared room,apartment,shared,1,0,40,1,0,0,0,Yau Tsim Mong
2844,8,1,79,26,2.0,7.0,1.0,3,Shared room,tiny house,shared,1,1,3,1,1,1,0,Wan Chai
2845,8,4,132,5,2.0,8.0,2.0,2,Shared room,apartment,shared,1,1,4,1,1,0,0,North
2846,9,135,445,27,5.0,8.0,5.0,5,Private room,hostel,private,0,0,25,1,1,0,0,Eastern
2847,9,0,325,1,4.0,6.0,4.0,43,Private room,hotel,private,0,1,4,1,0,0,0,Central & Western
2848,9,90,430,1,5.0,1.0,5.0,140,Private room,apartment,private,0,1,5,1,1,0,1,Wan Chai
2850,9,738,178,0,2.0,5.0,4.0,58,Private room,apartment,private,1,0,8,1,0,0,0,Central & Western
2851,9,1150,445,0,5.0,5.0,1.0,145,Private room,apartment,private,1,0,20,1,1,1,0,Eastern
2852,9,9,270,24,3.0,6.0,11.0,3,Private room,apartment,private,0,1,6,1,0,0,1,Yau Tsim Mong
2853,9,40,0,50,4.0,7.0,4.0,4,Private room,guesthouse,private,0,1,8,1,0,0,1,Yau Tsim Mong
2854,9,2,164,1,2.0,4.0,4.0,35,Entire home/apt,Entire condominium,regular,0,0,10,1,1,0,1,Wan Chai
2855,9,6,168,38,3.0,7.0,7.0,34,Entire home/apt,Entire apartment,regular,0,0,15,1,1,0,0,Wan Chai
2856,9,6,180,1,5.0,5.0,5.0,56,Entire home/apt,Entire serviced apartment,regular,0,0,10,1,0,0,1,Wan Chai
2857,9,2,267,1,5.0,6.0,7.0,32,Entire home/apt,Entire apartment,regular,0,0,6,1,0,0,1,Yau Tsim Mong
2858,9,2,90,4,1.0,9.0,1.0,3,Entire home/apt,Entire apartment,regular,0,0,4,1,1,0,1,Sham Shui Po
2859,9,3,90,7,1.0,3.0,2.0,30,Entire home/apt,Entire apartment,regular,0,1,1,1,0,1,0,Yau Tsim Mong
2860,9,0,436,0,5.0,7.0,5.0,444,Entire home/apt,Entire serviced apartment,regular,0,1,0,1,0,0,0,Yau Tsim Mong
2861,9,29,48,2,3.0,5.0,5.0,1,Entire home/apt,Entire house,regular,0,1,1,1,1,0,1,North
2862,9,4,170,23,4.0,4.0,1.0,67,Entire home/apt,Entire apartment,regular,0,1,6,1,0,0,1,Central & Western
2863,9,2,90,1,1.0,9.0,2.0,3,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,1,Sham Shui Po
2864,9,31,90,0,4.0,8.0,4.0,1,Entire home/apt,Entire condominium,regular,1,0,4,1,1,0,0,Yau Tsim Mong
2865,9,6,109,105,3.0,5.0,5.0,31,Entire home/apt,Entire apartment,regular,1,0,14,1,0,0,0,Central & Western
2866,9,2,82,6,5.5,5.0,5.0,30,Entire home/apt,Entire villa,regular,1,0,1,1,1,0,1,Yuen Long
2868,9,1158,267,0,3.0,3.0,3.0,87,Entire home/apt,Entire apartment,regular,1,0,21,1,0,1,0,Wan Chai
2869,9,22,0,67,1.0,0.0,2.0,1,Entire home/apt,Entire apartment,regular,1,0,5,1,1,0,1,Kowloon City
2870,9,13,90,1,2.0,6.0,4.0,2,Entire home/apt,Entire house,regular,1,0,5,1,1,1,0,Yuen Long
2871,9,9,359,0,11.0,14.0,11.0,4,Private room,condominium,regular,1,0,22,1,0,0,0,Yau Tsim Mong
2872,9,3,85,132,2.0,4.0,3.0,3,Entire home/apt,Entire apartment,regular,1,1,12,1,1,0,0,Central & Western
2873,9,4,87,81,2.0,5.0,4.0,1,Entire home/apt,Entire house,regular,1,1,4,1,1,0,0,North
2874,9,266,89,0,1.0,6.0,4.0,29,Entire home/apt,Entire apartment,regular,1,1,8,1,0,1,0,Yau Tsim Mong
2875,9,216,631,14,27.0,9.0,9.0,9,Shared room,hostel,regular,1,1,45,1,1,0,0,Yau Tsim Mong
2876,9,27,30,0,9.0,9.0,3.0,3,Shared room,apartment,regular,0,0,3,1,0,0,1,Yau Tsim Mong
2877,9,28,357,7,4.0,7.0,4.0,4,Private room,apartment,regular,0,0,16,1,0,1,0,Kowloon City
2878,9,11,73,3,2.0,4.0,2.0,1,Private room,tiny house,regular,0,1,2,1,1,0,1,Yau Tsim Mong
2879,9,16,68,5,3.0,5.0,5.0,1,Entire home/apt,Entire apartment,regular,0,1,1,1,1,1,1,North
2880,9,25,360,2,7.0,5.0,5.0,7,Private room,apartment,regular,0,1,5,1,1,0,0,Yau Tsim Mong
2881,9,3,180,137,2.0,6.0,2.0,2,Entire home/apt,Entire apartment,regular,1,0,14,1,1,0,0,Yau Tsim Mong
2882,9,16,1,0,2.0,5.0,3.0,1,Entire home/apt,Entire apartment,regular,1,0,8,1,1,0,0,Yau Tsim Mong
2883,9,1,110,17,3.0,4.0,5.0,38,Entire home/apt,Entire apartment,regular,1,1,13,1,1,0,0,Central & Western
2884,9,22,179,28,2.0,5.0,3.0,33,Entire home/apt,Entire condominium,regular,1,1,14,1,1,0,0,Yau Tsim Mong
2886,9,8,92,99,2.0,5.0,4.0,3,Entire home/apt,Entire apartment,regular,1,1,4,1,1,1,0,Wan Chai
2887,9,2,58,51,2.0,5.0,3.0,2,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,1,Kwai Tsing
2888,9,4,81,20,3.0,7.0,4.0,92,Entire home/apt,Entire apartment,regular,1,1,15,1,1,0,0,Southern
2889,9,42,177,0,3.0,8.0,3.0,3,Private room,apartment,shared,0,0,6,1,0,0,0,Yau Tsim Mong
2890,9,3088,719,0,9.0,8.0,8.0,232,Shared room,apartment,shared,1,0,56,1,0,1,0,Yau Tsim Mong
2891,9,2214,446,0,7.0,6.0,6.0,174,Private room,apartment,shared,1,0,24,1,0,0,0,Sham Shui Po
2892,9,1,90,0,1.0,9.0,1.0,3,Shared room,apartment,shared,1,1,1,1,1,0,0,North
2893,9,2128,627,1,8.0,7.0,8.0,239,Private room,apartment,shared,1,0,64,1,0,1,0,Yau Tsim Mong
2895,10,0,360,0,4.0,6.0,4.0,4,Private room,apartment,private,0,0,0,1,1,0,1,Yau Tsim Mong
2896,10,11,360,0,4.0,4.0,4.0,4,Private room,apartment,private,0,0,7,1,0,0,1,Yau Tsim Mong
2898,10,155,360,0,5.0,9.0,5.0,5,Private room,condominium,private,1,0,20,1,1,0,0,Yau Tsim Mong
2899,10,22,138,15,2.0,4.0,2.0,2,Private room,guesthouse,private,0,1,4,1,1,0,1,Yau Tsim Mong
2900,10,50,221,25,3.0,6.0,3.0,3,Private room,guesthouse,private,0,1,11,1,1,0,1,Yau Tsim Mong
2901,10,25,164,13,5.0,5.0,5.0,150,Private room,boutique hotel,private,1,1,5,1,1,1,0,Yau Tsim Mong
2902,10,8,34,4,2.0,5.0,2.0,1,Private room,apartment,regular,0,0,1,1,1,0,1,Yau Tsim Mong
2903,10,2,0,97,3.0,5.0,3.0,2,Entire home/apt,Entire condominium,regular,0,0,4,1,0,0,0,Wan Chai
2904,10,0,142,0,5.0,2.0,5.0,140,Entire home/apt,Entire apartment,regular,0,0,0,1,1,0,0,Wan Chai
2905,10,0,380,1,5.0,5.0,5.0,140,Entire home/apt,Entire apartment,regular,0,0,0,1,1,0,0,Yau Tsim Mong
2906,10,28,360,234,4.0,8.0,4.0,4,Private room,bed and breakfast,regular,0,0,16,1,1,0,1,Yau Tsim Mong
2908,10,6,178,32,2.0,4.0,4.0,30,Entire home/apt,Entire apartment,regular,0,1,4,1,1,1,0,Kowloon City
2909,10,0,437,4,5.0,6.0,5.0,5,Entire home/apt,Entire apartment,regular,0,1,0,1,1,1,1,North
2910,10,0,331,1,4.0,5.0,5.0,421,Entire home/apt,Entire apartment,regular,0,1,4,1,0,0,0,Yau Tsim Mong
2911,10,12,267,0,4.0,5.0,5.0,3,Private room,apartment,regular,0,1,0,1,1,0,1,North
2912,10,15,88,4,2.0,6.0,2.0,1,Entire home/apt,Entire apartment,regular,1,0,5,1,0,0,0,Yau Tsim Mong
2913,10,39,360,118,5.0,5.0,4.0,4,Hotel room,hostel,regular,1,0,17,1,1,0,1,Yau Tsim Mong
2914,10,1,74,122,1.0,4.0,3.0,2,Entire home/apt,Entire villa,regular,1,0,2,1,1,1,1,Yau Tsim Mong
2917,10,2,33,6,4.0,6.0,3.0,1,Entire home/apt,Entire apartment,regular,1,0,2,1,1,0,0,Kwun Tong
2918,10,56,360,14,4.5,5.0,4.0,105,Private room,apartment,regular,1,0,28,1,1,0,0,Yau Tsim Mong
2919,10,2,29,6,4.0,6.0,3.0,1,Entire home/apt,Entire condominium,regular,1,1,2,1,1,0,0,Kwun Tong
2920,10,3,113,0,4.0,5.0,4.0,66,Entire home/apt,Entire apartment,regular,1,1,16,1,1,0,0,Central & Western
2922,10,717,267,0,3.0,5.0,3.0,87,Entire home/apt,Entire condominium,regular,1,1,9,1,1,0,0,Yau Tsim Mong
2923,10,1125,445,0,5.0,5.0,1.0,140,Entire home/apt,Entire serviced apartment,regular,1,1,15,1,1,0,0,Yau Tsim Mong
2924,10,12,49,100,1.0,2.0,2.0,28,Entire home/apt,Entire apartment,regular,1,1,6,1,1,0,0,Wan Chai
2925,10,1,75,126,1.0,5.0,3.0,2,Entire home/apt,Entire loft,regular,1,1,1,1,1,0,1,Yau Tsim Mong
2926,10,2,60,107,2.0,5.0,3.0,9,Entire home/apt,Entire apartment,regular,1,1,11,1,1,0,0,Islands
2927,10,56,618,12,7.0,10.0,7.0,7,Hotel room,hostel,regular,0,0,7,1,1,0,1,Yau Tsim Mong
2928,10,1,80,33,5.5,5.0,5.0,1,Entire home/apt,Entire apartment,regular,0,0,1,1,1,1,1,North
2929,10,14,0,21,1.0,4.0,3.0,28,Entire home/apt,Entire apartment,regular,0,0,2,1,1,1,1,Yau Tsim Mong
2930,10,19,0,1,3.0,10.0,1.0,20,Shared room,apartment,regular,0,0,7,1,1,1,0,Eastern
2931,10,40,360,257,5.0,6.0,5.0,5,Private room,apartment,regular,0,0,30,1,1,1,0,Yau Tsim Mong
2932,10,14,0,3,4.0,7.0,4.0,2,Private room,guesthouse,regular,0,1,2,1,1,0,1,Yau Tsim Mong
2933,10,1,50,32,1.0,4.0,2.0,28,Entire home/apt,Entire apartment,regular,0,1,3,1,1,0,0,Wan Chai
2934,10,5,82,57,2.0,7.0,3.0,1,Entire home/apt,Entire condominium,regular,0,1,6,1,1,1,0,Yau Tsim Mong
2935,10,45,90,3,5.0,7.0,5.0,5,Hotel room,hostel,regular,0,1,5,1,0,0,1,Yau Tsim Mong
2936,10,3,90,30,2.0,5.0,4.0,25,Entire home/apt,Entire apartment,regular,0,1,4,1,0,0,1,Yau Tsim Mong
2937,10,1,73,17,4.0,6.0,6.0,27,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,1,Central & Western
2938,10,1030,344,0,5.0,5.0,5.0,5,Private room,hotel,regular,1,0,10,1,1,0,1,Yau Tsim Mong
2939,10,1,81,0,1.0,4.0,2.0,1,Entire home/apt,Entire apartment,regular,1,0,1,1,1,0,0,Yau Tsim Mong
2940,10,21,134,338,3.0,7.0,3.0,42,Entire home/apt,Entire condominium,regular,1,0,18,1,1,0,0,Yau Tsim Mong
2941,10,2,89,71,1.0,3.0,2.0,3,Entire home/apt,Entire apartment,regular,1,0,8,1,0,0,0,Sham Shui Po
2942,10,1,90,19,1.0,1.0,3.0,180,Entire home/apt,Entire apartment,regular,1,0,8,1,0,0,0,Wan Chai
2943,10,4,114,211,2.0,8.0,2.0,4,Entire home/apt,Entire cottage,regular,1,1,8,1,0,0,1,Islands
2944,10,12,83,13,2.5,4.0,4.0,1,Entire home/apt,Entire villa,regular,1,1,1,1,1,1,0,North
2945,10,92,360,61,10.5,20.0,4.0,34,Shared room,apartment,regular,1,1,20,1,1,0,0,Yau Tsim Mong
2946,10,16,159,43,2.0,4.0,3.0,4,Entire home/apt,Entire apartment,regular,1,1,18,1,1,0,1,Wan Chai
2947,10,10,111,328,2.0,4.0,2.0,4,Entire home/apt,Entire apartment,regular,1,1,16,1,1,1,1,Central & Western
2948,10,3,90,20,2.0,5.0,2.0,1,Entire home/apt,Entire apartment,regular,1,1,8,1,1,0,0,Yau Tsim Mong
2949,10,2,88,3,1.0,8.0,1.0,3,Shared room,condominium,shared,0,0,3,1,0,0,1,Wan Chai
2950,10,36,359,1,4.0,5.0,3.0,4,Private room,serviced apartment,shared,0,0,20,1,0,0,0,Yau Tsim Mong
2951,10,1,90,0,1.0,10.0,1.0,1,Shared room,hostel,shared,0,0,1,1,1,0,0,North
2952,10,2,89,0,2.0,2.0,1.0,3,Shared room,bed and breakfast,shared,0,0,3,1,1,0,1,Wan Chai
2953,10,60,142,21,2.0,5.0,2.0,2,Private room,boutique hotel,shared,1,0,10,1,1,0,0,Yau Tsim Mong
2954,10,12,89,15,2.0,10.0,1.0,1,Shared room,apartment,shared,1,0,6,1,1,0,0,Yau Tsim Mong
2955,10,12,90,106,2.0,10.0,1.0,1,Shared room,bed and breakfast,shared,1,0,6,1,1,0,0,Yau Tsim Mong
2956,10,2702,624,0,7.0,6.0,7.0,203,Private room,apartment,shared,1,0,49,1,0,1,0,Central & Western
2957,10,2316,535,0,7.0,7.0,6.0,175,Private room,apartment,shared,1,0,42,1,0,1,0,Yau Tsim Mong
2958,10,190,702,10,10.0,7.0,10.0,280,Private room,apartment,shared,1,1,60,1,1,0,0,Central & Western
2959,10,90,241,122,5.0,5.0,5.0,19,Private room,apartment,shared,1,1,30,1,1,1,0,Sai Kung
2960,10,112,264,231,4.0,6.0,4.0,12,Private room,apartment,shared,1,1,20,1,1,1,1,Yau Tsim Mong
2961,11,96,426,422,6.0,6.0,6.0,6,Private room,apartment,private,0,0,15,1,1,0,1,Yau Tsim Mong
2962,11,135,450,2,5.0,6.0,6.0,5,Private room,serviced apartment,private,0,0,25,1,1,0,0,Yau Tsim Mong
2963,11,215,199,17,5.0,6.0,3.0,6,Private room,condominium,private,1,0,25,1,0,0,1,Yau Tsim Mong
